;M44;M43;M42;M41;M40;M39;M38;M37;M36;M35;M34;M33;M32;M31;M30;M29;M28;M27;M26;M25;M24;M23;M22;M21;M20;M19;M18;M17;M16;M15;M14;M13;M12;M11;M10;M9;M8;M7;M6;M5;M4;M3;M2;M1
532;8,757e-003;8,601e-003;4,135e-003;2,188e-026;2,188e-026;5,998e-004;8,585e-003;8,797e-003;8,753e-003;8,584e-003;4,070e-003;2,188e-026;2,188e-026;2,277e-004;6,945e-003;8,770e-003;8,758e-003;8,566e-003;4,417e-003;2,188e-026;8,577e-003;8,783e-003;8,777e-003;8,623e-003;2,407e-003;2,188e-026;3,862e-007;6,122e-003;2,188e-026;8,756e-003;2,188e-026;6,514e-003;6,384e-003;5,087e-003;7,163e-003;6,026e-003;4,787e-003;4,230e-003;1,312e-002;1,275e-002;1,201e-002;9,487e-003;8,344e-003;2,169e-003
534;7,958e-003;7,803e-003;3,746e-003;2,174e-026;2,174e-026;5,230e-004;7,784e-003;8,000e-003;7,949e-003;7,783e-003;3,674e-003;2,174e-026;2,174e-026;1,904e-004;6,294e-003;7,957e-003;7,956e-003;7,784e-003;4,005e-003;2,174e-026;7,789e-003;7,972e-003;7,962e-003;7,830e-003;2,166e-003;2,174e-026;2,174e-026;6,252e-003;2,174e-026;7,937e-003;2,174e-026;6,155e-003;6,096e-003;4,957e-003;6,844e-003;5,802e-003;4,688e-003;4,182e-003;1,241e-002;1,214e-002;1,156e-002;9,282e-003;8,254e-003;2,071e-003
536;7,212e-003;7,061e-003;3,395e-003;2,165e-026;2,165e-026;4,687e-004;7,040e-003;7,257e-003;7,210e-003;7,053e-003;3,331e-003;2,165e-026;2,165e-026;1,562e-004;5,698e-003;7,201e-003;7,202e-003;7,059e-003;3,621e-003;2,165e-026;7,037e-003;7,224e-003;7,219e-003;7,099e-003;1,959e-003;2,165e-026;2,165e-026;6,369e-003;2,165e-026;7,193e-003;2,165e-026;5,829e-003;5,810e-003;4,840e-003;6,553e-003;5,598e-003;4,597e-003;4,140e-003;1,176e-002;1,161e-002;1,115e-002;9,093e-003;8,168e-003;1,963e-003
538;6,509e-003;6,364e-003;3,052e-003;2,160e-026;2,160e-026;4,080e-004;6,348e-003;6,536e-003;6,499e-003;6,355e-003;2,997e-003;2,160e-026;2,160e-026;1,361e-004;5,111e-003;6,499e-003;6,497e-003;6,352e-003;3,258e-003;2,160e-026;6,335e-003;6,514e-003;6,506e-003;6,402e-003;1,757e-003;2,160e-026;2,160e-026;6,499e-003;2,160e-026;6,484e-003;2,160e-026;5,533e-003;5,563e-003;4,744e-003;6,290e-003;5,414e-003;4,521e-003;4,107e-003;1,116e-002;1,111e-002;1,077e-002;8,941e-003;8,109e-003;1,878e-003
540;5,847e-003;5,715e-003;2,734e-003;2,157e-026;2,157e-026;3,465e-004;5,707e-003;5,863e-003;5,833e-003;5,699e-003;2,684e-003;2,157e-026;2,157e-026;9,768e-005;4,579e-003;5,825e-003;5,843e-003;5,706e-003;2,911e-003;2,157e-026;5,694e-003;5,845e-003;5,845e-003;5,742e-003;1,562e-003;2,157e-026;2,157e-026;6,628e-003;2,157e-026;5,819e-003;2,157e-026;5,259e-003;5,342e-003;4,654e-003;6,040e-003;5,244e-003;4,450e-003;4,084e-003;1,061e-002;1,066e-002;1,043e-002;8,804e-003;8,064e-003;1,806e-003
542;5,234e-003;5,110e-003;2,436e-003;2,154e-026;2,154e-026;2,987e-004;5,103e-003;5,258e-003;5,230e-003;5,096e-003;2,388e-003;2,154e-026;2,154e-026;8,539e-005;4,093e-003;5,211e-003;5,230e-003;5,095e-003;2,604e-003;2,154e-026;5,093e-003;5,243e-003;5,236e-003;5,145e-003;1,389e-003;2,154e-026;2,154e-026;6,759e-003;2,154e-026;5,208e-003;2,154e-026;5,018e-003;5,137e-003;4,575e-003;5,821e-003;5,092e-003;4,398e-003;4,061e-003;1,011e-002;1,025e-002;1,013e-002;8,683e-003;8,029e-003;1,734e-003
544;4,624e-003;4,525e-003;2,150e-003;2,151e-026;2,151e-026;2,438e-004;4,514e-003;4,656e-003;4,628e-003;4,516e-003;2,118e-003;2,151e-026;2,151e-026;5,385e-005;3,609e-003;4,614e-003;4,637e-003;4,520e-003;2,297e-003;2,151e-026;4,487e-003;4,635e-003;4,646e-003;4,546e-003;1,220e-003;2,151e-026;2,151e-026;6,897e-003;2,151e-026;4,608e-003;2,151e-026;4,780e-003;4,948e-003;4,515e-003;5,609e-003;4,955e-003;4,345e-003;4,052e-003;9,638e-003;9,874e-003;9,866e-003;8,602e-003;8,015e-003;1,671e-003
546;4,107e-003;4,038e-003;1,921e-003;2,154e-026;2,154e-026;2,178e-004;3,994e-003;4,126e-003;4,111e-003;4,009e-003;1,861e-003;2,154e-026;2,154e-026;3,616e-005;3,196e-003;4,095e-003;4,092e-003;4,017e-003;2,039e-003;2,154e-026;3,975e-003;4,104e-003;4,123e-003;4,038e-003;1,079e-003;2,154e-026;2,154e-026;7,053e-003;2,154e-026;4,090e-003;2,154e-026;4,589e-003;4,788e-003;4,469e-003;5,454e-003;4,849e-003;4,312e-003;4,050e-003;9,245e-003;9,561e-003;9,650e-003;8,540e-003;8,033e-003;1,613e-003
548;3,645e-003;3,588e-003;1,703e-003;2,158e-026;2,158e-026;1,868e-004;3,554e-003;3,683e-003;3,647e-003;3,560e-003;1,655e-003;2,158e-026;2,158e-026;2,100e-005;2,830e-003;3,641e-003;3,641e-003;3,585e-003;1,803e-003;2,158e-026;3,538e-003;3,657e-003;3,660e-003;3,606e-003;9,527e-004;2,158e-026;2,158e-026;7,203e-003;2,158e-026;3,639e-003;2,158e-026;4,424e-003;4,666e-003;4,444e-003;5,323e-003;4,766e-003;4,303e-003;4,067e-003;8,917e-003;9,310e-003;9,477e-003;8,511e-003;8,064e-003;1,571e-003
550;3,222e-003;3,180e-003;1,508e-003;2,166e-026;2,166e-026;1,549e-004;3,148e-003;3,266e-003;3,236e-003;3,159e-003;1,465e-003;2,166e-026;2,166e-026;3,757e-008;2,502e-003;3,235e-003;3,233e-003;3,170e-003;1,598e-003;2,166e-026;3,138e-003;3,236e-003;3,256e-003;3,201e-003;8,330e-004;2,166e-026;2,166e-026;7,358e-003;2,166e-026;3,229e-003;2,166e-026;4,288e-003;4,570e-003;4,437e-003;5,213e-003;4,699e-003;4,303e-003;4,092e-003;8,639e-003;9,099e-003;9,351e-003;8,501e-003;8,112e-003;1,537e-003
552;2,850e-003;2,824e-003;1,316e-003;2,173e-026;2,173e-026;1,300e-004;2,776e-003;2,877e-003;2,867e-003;2,794e-003;1,284e-003;2,173e-026;2,173e-026;2,173e-026;2,198e-003;2,857e-003;2,850e-003;2,801e-003;1,410e-003;2,173e-026;2,764e-003;2,855e-003;2,874e-003;2,819e-003;7,340e-004;2,173e-026;2,173e-026;7,514e-003;2,173e-026;2,845e-003;2,173e-026;4,169e-003;4,478e-003;4,433e-003;5,120e-003;4,645e-003;4,311e-003;4,118e-003;8,391e-003;8,912e-003;9,249e-003;8,507e-003;8,174e-003;1,502e-003
554;2,522e-003;2,501e-003;1,165e-003;2,182e-026;2,182e-026;1,061e-004;2,451e-003;2,529e-003;2,532e-003;2,463e-003;1,137e-003;2,182e-026;2,182e-026;2,182e-026;1,927e-003;2,500e-003;2,508e-003;2,484e-003;1,227e-003;2,182e-026;2,428e-003;2,525e-003;2,530e-003;2,491e-003;6,645e-004;2,182e-026;2,182e-026;7,677e-003;2,182e-026;2,498e-003;2,182e-026;4,067e-003;4,404e-003;4,437e-003;5,038e-003;4,613e-003;4,318e-003;4,151e-003;8,175e-003;8,768e-003;9,164e-003;8,532e-003;8,243e-003;1,478e-003
556;2,164e-003;2,142e-003;1,005e-003;2,192e-026;2,192e-026;8,006e-005;2,095e-003;2,168e-003;2,183e-003;2,116e-003;9,807e-004;2,192e-026;2,192e-026;2,192e-026;1,663e-003;2,170e-003;2,150e-003;2,134e-003;1,063e-003;1,664e-007;2,084e-003;2,178e-003;2,192e-003;2,140e-003;5,346e-004;2,192e-026;2,192e-026;7,849e-003;2,192e-026;2,142e-003;2,192e-026;3,965e-003;4,343e-003;4,451e-003;4,957e-003;4,566e-003;4,331e-003;4,181e-003;7,971e-003;8,616e-003;9,090e-003;8,558e-003;8,326e-003;1,457e-003
558;1,896e-003;1,897e-003;8,737e-004;2,206e-026;2,206e-026;6,102e-005;1,820e-003;1,912e-003;1,910e-003;1,861e-003;8,601e-004;2,206e-026;2,206e-026;2,206e-026;1,436e-003;1,891e-003;1,885e-003;1,876e-003;9,334e-004;3,772e-006;1,816e-003;1,893e-003;1,917e-003;1,881e-003;4,819e-004;2,206e-026;2,206e-026;8,016e-003;2,206e-026;1,871e-003;2,206e-026;3,904e-003;4,300e-003;4,477e-003;4,926e-003;4,568e-003;4,369e-003;4,230e-003;7,837e-003;8,545e-003;9,074e-003;8,631e-003;8,423e-003;1,437e-003
560;1,655e-003;1,662e-003;7,707e-004;2,222e-026;2,222e-026;5,862e-005;1,593e-003;1,662e-003;1,680e-003;1,639e-003;7,457e-004;2,222e-026;2,222e-026;2,222e-026;1,238e-003;1,646e-003;1,642e-003;1,645e-003;8,084e-004;1,105e-005;1,582e-003;1,658e-003;1,679e-003;1,649e-003;4,156e-004;2,222e-026;2,222e-026;8,195e-003;2,222e-026;1,630e-003;2,222e-026;3,859e-003;4,278e-003;4,513e-003;4,906e-003;4,563e-003;4,407e-003;4,288e-003;7,742e-003;8,489e-003;9,077e-003;8,716e-003;8,543e-003;1,431e-003
562;1,443e-003;1,456e-003;6,771e-004;2,241e-026;2,241e-026;3,015e-005;1,391e-003;1,450e-003;1,467e-003;1,442e-003;6,578e-004;2,241e-026;2,241e-026;2,241e-026;1,083e-003;1,441e-003;1,435e-003;1,443e-003;6,952e-004;2,046e-005;1,370e-003;1,456e-003;1,477e-003;1,453e-003;3,638e-004;2,241e-026;2,241e-026;8,371e-003;2,241e-026;1,421e-003;2,241e-026;3,824e-003;4,269e-003;4,558e-003;4,899e-003;4,582e-003;4,452e-003;4,351e-003;7,681e-003;8,470e-003;9,114e-003;8,808e-003;8,669e-003;1,430e-003
564;1,270e-003;1,274e-003;5,983e-004;5,253e-007;2,263e-026;1,770e-005;1,203e-003;1,259e-003;1,294e-003;1,269e-003;5,904e-004;2,263e-026;2,263e-026;2,263e-026;9,304e-004;1,263e-003;1,256e-003;1,273e-003;6,117e-004;3,120e-005;1,199e-003;1,278e-003;1,288e-003;1,271e-003;3,271e-004;2,263e-026;2,263e-026;8,550e-003;2,263e-026;1,245e-003;2,263e-026;3,816e-003;4,275e-003;4,605e-003;4,910e-003;4,616e-003;4,514e-003;4,417e-003;7,639e-003;8,473e-003;9,171e-003;8,925e-003;8,804e-003;1,440e-003
566;1,109e-003;1,118e-003;5,171e-004;1,395e-006;2,287e-026;7,799e-006;1,038e-003;1,104e-003;1,131e-003;1,115e-003;5,205e-004;2,338e-007;2,287e-026;2,287e-026;8,053e-004;1,085e-003;1,090e-003;1,103e-003;5,424e-004;3,971e-005;1,033e-003;1,106e-003;1,128e-003;1,117e-003;2,864e-004;7,352e-008;2,287e-026;8,737e-003;2,287e-026;1,073e-003;2,287e-026;3,800e-003;4,288e-003;4,677e-003;4,923e-003;4,648e-003;4,578e-003;4,491e-003;7,615e-003;8,503e-003;9,240e-003;9,046e-003;8,948e-003;1,447e-003
568;9,619e-004;9,859e-004;4,575e-004;1,574e-005;2,311e-026;4,448e-006;9,016e-004;9,428e-004;9,825e-004;9,800e-004;4,614e-004;6,887e-006;2,311e-026;2,311e-026;7,068e-004;9,512e-004;9,395e-004;9,543e-004;4,736e-004;4,760e-005;8,990e-004;9,633e-004;9,807e-004;9,748e-004;2,624e-004;9,655e-007;2,311e-026;8,936e-003;2,311e-026;9,219e-004;1,645e-006;3,801e-003;4,314e-003;4,747e-003;4,957e-003;4,696e-003;4,646e-003;4,567e-003;7,621e-003;8,549e-003;9,322e-003;9,191e-003;9,115e-003;1,454e-003
570;8,412e-004;8,812e-004;4,175e-004;3,224e-005;2,339e-026;7,471e-006;7,847e-004;8,217e-004;8,642e-004;8,763e-004;4,234e-004;2,490e-005;2,339e-026;2,339e-026;6,018e-004;8,121e-004;8,148e-004;8,620e-004;4,361e-004;6,426e-005;7,761e-004;8,484e-004;8,494e-004;8,619e-004;2,587e-004;1,514e-005;2,339e-026;9,130e-003;2,339e-026;8,042e-004;1,294e-005;3,825e-003;4,350e-003;4,820e-003;5,001e-003;4,756e-003;4,719e-003;4,651e-003;7,652e-003;8,612e-003;9,426e-003;9,339e-003;9,275e-003;1,467e-003
572;7,473e-004;8,020e-004;3,983e-004;5,102e-005;2,367e-026;2,367e-026;6,774e-004;7,152e-004;7,666e-004;7,876e-004;3,958e-004;4,956e-005;2,367e-026;2,367e-026;5,121e-004;7,198e-004;7,002e-004;7,756e-004;3,927e-004;8,071e-005;6,737e-004;7,518e-004;7,583e-004;7,743e-004;2,345e-004;4,026e-005;2,367e-026;9,320e-003;2,367e-026;7,016e-004;2,950e-005;3,844e-003;4,392e-003;4,896e-003;5,048e-003;4,810e-003;4,799e-003;4,734e-003;7,700e-003;8,692e-003;9,547e-003;9,487e-003;9,446e-003;1,473e-003
574;6,442e-004;7,378e-004;3,658e-004;8,098e-005;2,121e-005;1,076e-007;5,918e-004;6,174e-004;6,763e-004;7,186e-004;3,724e-004;6,810e-005;1,728e-006;2,397e-026;4,502e-004;6,241e-004;6,173e-004;7,084e-004;3,667e-004;9,655e-005;5,870e-004;6,479e-004;6,616e-004;7,030e-004;2,375e-004;6,081e-005;2,397e-026;9,504e-003;2,397e-026;6,146e-004;4,975e-005;3,874e-003;4,442e-003;4,977e-003;5,097e-003;4,876e-003;4,884e-003;4,824e-003;7,745e-003;8,785e-003;9,674e-003;9,638e-003;9,621e-003;1,494e-003
576;5,901e-004;6,769e-004;3,543e-004;9,470e-005;3,771e-005;6,253e-006;5,064e-004;5,351e-004;6,002e-004;6,534e-004;3,725e-004;9,447e-005;2,898e-005;2,429e-026;3,912e-004;5,612e-004;5,463e-004;6,522e-004;3,515e-004;1,297e-004;5,115e-004;5,705e-004;5,908e-004;6,401e-004;2,441e-004;8,393e-005;2,429e-026;9,694e-003;2,429e-026;5,227e-004;6,071e-005;3,907e-003;4,487e-003;5,052e-003;5,162e-003;4,940e-003;4,961e-003;4,913e-003;7,811e-003;8,878e-003;9,814e-003;9,802e-003;9,797e-003;1,517e-003
578;5,178e-004;6,281e-004;3,426e-004;1,242e-004;5,183e-005;8,246e-008;4,352e-004;4,666e-004;5,271e-004;6,225e-004;3,645e-004;1,320e-004;4,065e-005;2,465e-026;3,355e-004;4,700e-004;4,728e-004;6,045e-004;3,515e-004;1,612e-004;4,320e-004;4,849e-004;5,245e-004;5,981e-004;2,676e-004;1,186e-004;2,465e-026;9,902e-003;2,465e-026;4,437e-004;1,031e-004;3,941e-003;4,542e-003;5,155e-003;5,251e-003;5,017e-003;5,056e-003;5,017e-003;7,884e-003;8,995e-003;9,956e-003;9,986e-003;9,991e-003;1,524e-003
580;4,730e-004;6,074e-004;3,583e-004;1,784e-004;7,979e-005;1,144e-007;3,582e-004;3,943e-004;4,923e-004;6,086e-004;3,857e-004;1,778e-004;6,143e-005;2,500e-026;2,830e-004;4,145e-004;4,001e-004;5,780e-004;3,734e-004;2,012e-004;3,682e-004;4,415e-004;4,981e-004;5,801e-004;2,903e-004;1,703e-004;2,500e-026;1,009e-002;2,500e-026;3,860e-004;1,405e-004;3,983e-003;4,605e-003;5,243e-003;5,318e-003;5,095e-003;5,147e-003;5,109e-003;7,970e-003;9,117e-003;1,011e-002;1,016e-002;1,018e-002;1,553e-003
582;4,219e-004;6,145e-004;3,906e-004;2,257e-004;1,162e-004;2,536e-026;3,118e-004;3,438e-004;4,444e-004;6,082e-004;4,066e-004;2,409e-004;1,117e-004;2,536e-026;2,390e-004;3,665e-004;3,584e-004;5,942e-004;3,919e-004;2,565e-004;3,113e-004;3,798e-004;4,673e-004;5,868e-004;3,457e-004;2,168e-004;2,536e-026;1,027e-002;2,536e-026;3,359e-004;2,014e-004;4,022e-003;4,664e-003;5,333e-003;5,387e-003;5,177e-003;5,241e-003;5,204e-003;8,061e-003;9,237e-003;1,026e-002;1,034e-002;1,037e-002;1,578e-003
584;4,026e-004;6,416e-004;4,446e-004;2,960e-004;1,454e-004;2,574e-026;2,788e-004;2,897e-004;4,134e-004;6,429e-004;4,549e-004;3,105e-004;1,308e-004;2,574e-026;2,127e-004;3,108e-004;3,318e-004;6,221e-004;4,273e-004;3,317e-004;2,605e-004;3,256e-004;4,387e-004;5,988e-004;3,988e-004;2,968e-004;5,960e-007;1,046e-002;2,574e-026;2,858e-004;2,723e-004;4,076e-003;4,726e-003;5,418e-003;5,466e-003;5,257e-003;5,330e-003;5,304e-003;8,150e-003;9,368e-003;1,042e-002;1,052e-002;1,056e-002;1,594e-003
586;3,690e-004;6,735e-004;5,099e-004;3,977e-004;1,860e-004;2,613e-026;2,407e-004;2,623e-004;3,895e-004;6,870e-004;5,268e-004;3,899e-004;1,798e-004;8,242e-006;1,731e-004;2,787e-004;2,952e-004;6,711e-004;5,059e-004;4,104e-004;2,100e-004;2,772e-004;4,201e-004;6,527e-004;4,583e-004;3,869e-004;7,095e-006;1,064e-002;2,613e-026;2,459e-004;3,533e-004;4,116e-003;4,792e-003;5,519e-003;5,541e-003;5,335e-003;5,415e-003;5,404e-003;8,239e-003;9,489e-003;1,058e-002;1,071e-002;1,076e-002;1,616e-003
588;3,666e-004;7,434e-004;6,125e-004;5,124e-004;2,463e-004;2,651e-026;2,037e-004;2,145e-004;3,735e-004;7,573e-004;6,284e-004;5,112e-004;2,382e-004;1,442e-006;1,420e-004;2,455e-004;2,745e-004;7,498e-004;5,980e-004;5,156e-004;1,838e-004;2,429e-004;4,384e-004;7,379e-004;5,761e-004;5,050e-004;1,158e-005;1,079e-002;2,651e-026;2,041e-004;4,810e-004;4,164e-003;4,857e-003;5,615e-003;5,604e-003;5,414e-003;5,508e-003;5,509e-003;8,325e-003;9,608e-003;1,073e-002;1,090e-002;1,094e-002;1,637e-003
590;3,710e-004;8,595e-004;7,365e-004;6,535e-004;3,208e-004;2,689e-026;1,725e-004;1,885e-004;3,813e-004;8,756e-004;7,714e-004;6,418e-004;3,068e-004;6,048e-006;1,207e-004;2,231e-004;2,507e-004;8,528e-004;7,240e-004;6,569e-004;1,607e-004;2,182e-004;4,662e-004;8,369e-004;7,227e-004;6,430e-004;4,015e-005;1,093e-002;2,689e-026;1,712e-004;6,153e-004;4,204e-003;4,917e-003;5,699e-003;5,682e-003;5,501e-003;5,596e-003;5,605e-003;8,411e-003;9,737e-003;1,089e-002;1,106e-002;1,114e-002;1,657e-003
592;3,787e-004;9,995e-004;8,894e-004;8,269e-004;4,139e-004;2,727e-026;1,400e-004;1,604e-004;3,860e-004;1,017e-003;9,237e-004;8,204e-004;4,012e-004;2,727e-026;1,158e-004;1,934e-004;2,358e-004;9,990e-004;8,762e-004;8,372e-004;1,408e-004;1,824e-004;5,153e-004;9,838e-004;8,743e-004;8,046e-004;7,344e-005;1,108e-002;2,727e-026;1,465e-004;7,942e-004;4,247e-003;4,980e-003;5,793e-003;5,746e-003;5,569e-003;5,692e-003;5,711e-003;8,484e-003;9,843e-003;1,102e-002;1,123e-002;1,134e-002;1,676e-003
594;4,174e-004;1,167e-003;1,095e-003;1,030e-003;5,107e-004;2,763e-026;1,290e-004;1,352e-004;4,152e-004;1,194e-003;1,119e-003;1,022e-003;4,979e-004;4,877e-006;9,171e-005;1,703e-004;2,213e-004;1,185e-003;1,075e-003;1,038e-003;1,138e-004;1,527e-004;5,782e-004;1,170e-003;1,067e-003;1,017e-003;1,129e-004;1,119e-002;2,763e-026;1,292e-004;1,004e-003;4,282e-003;5,029e-003;5,884e-003;5,800e-003;5,644e-003;5,779e-003;5,812e-003;8,561e-003;9,952e-003;1,116e-002;1,141e-002;1,153e-002;1,689e-003
596;4,492e-004;1,394e-003;1,344e-003;1,278e-003;6,347e-004;2,799e-026;8,658e-005;1,051e-004;4,659e-004;1,419e-003;1,373e-003;1,271e-003;6,243e-004;2,190e-006;7,044e-005;1,459e-004;2,198e-004;1,402e-003;1,310e-003;1,276e-003;9,000e-005;1,193e-004;6,539e-004;1,406e-003;1,326e-003;1,240e-003;1,297e-004;1,130e-002;2,799e-026;1,072e-004;1,260e-003;4,317e-003;5,079e-003;5,969e-003;5,855e-003;5,715e-003;5,868e-003;5,913e-003;8,622e-003;1,007e-002;1,131e-002;1,160e-002;1,174e-002;1,706e-003
598;5,187e-004;1,685e-003;1,642e-003;1,604e-003;8,101e-004;2,833e-026;7,594e-005;9,523e-005;5,292e-004;1,713e-003;1,673e-003;1,595e-003;7,913e-004;2,833e-026;8,786e-005;1,349e-004;2,025e-004;1,714e-003;1,632e-003;1,609e-003;5,887e-005;9,054e-005;7,696e-004;1,707e-003;1,655e-003;1,580e-003;1,974e-004;1,139e-002;2,833e-026;9,131e-005;1,583e-003;4,329e-003;5,132e-003;6,059e-003;5,891e-003;5,789e-003;5,955e-003;6,026e-003;8,672e-003;1,017e-002;1,144e-002;1,177e-002;1,195e-002;1,719e-003
600;5,884e-004;2,083e-003;2,041e-003;1,998e-003;9,910e-004;2,865e-026;6,910e-005;8,521e-005;6,050e-004;2,111e-003;2,068e-003;1,995e-003;1,006e-003;2,865e-026;4,875e-005;1,233e-004;2,286e-004;2,087e-003;2,032e-003;2,005e-003;5,494e-005;6,972e-005;9,193e-004;2,121e-003;2,058e-003;1,988e-003;2,447e-004;1,147e-002;2,865e-026;7,126e-005;1,996e-003;4,351e-003;5,176e-003;6,164e-003;5,939e-003;5,850e-003;6,052e-003;6,146e-003;8,705e-003;1,026e-002;1,158e-002;1,196e-002;1,219e-002;1,725e-003
602;6,968e-004;2,523e-003;2,500e-003;2,456e-003;1,238e-003;2,891e-026;5,514e-005;5,810e-005;7,159e-004;2,557e-003;2,524e-003;2,449e-003;1,239e-003;2,891e-026;5,357e-005;1,010e-004;2,574e-004;2,535e-003;2,505e-003;2,465e-003;3,623e-005;6,019e-005;1,098e-003;2,570e-003;2,522e-003;2,470e-003;3,232e-004;1,150e-002;2,891e-026;5,853e-005;2,473e-003;4,368e-003;5,215e-003;6,242e-003;5,971e-003;5,909e-003;6,151e-003;6,262e-003;8,724e-003;1,034e-002;1,170e-002;1,214e-002;1,241e-002;1,743e-003
604;8,211e-004;3,063e-003;3,062e-003;3,028e-003;1,529e-003;2,916e-026;3,704e-005;5,360e-005;8,409e-004;3,093e-003;3,077e-003;3,018e-003;1,530e-003;2,916e-026;3,885e-005;8,422e-005;2,827e-004;3,080e-003;3,060e-003;3,015e-003;1,027e-005;3,696e-005;1,336e-003;3,124e-003;3,091e-003;3,022e-003;3,945e-004;1,152e-002;2,916e-026;4,770e-005;3,050e-003;4,372e-003;5,263e-003;6,339e-003;5,995e-003;5,987e-003;6,249e-003;6,394e-003;8,738e-003;1,043e-002;1,184e-002;1,235e-002;1,267e-002;1,756e-003
606;9,920e-004;3,742e-003;3,753e-003;3,713e-003;1,886e-003;2,940e-026;3,162e-005;4,507e-005;1,007e-003;3,773e-003;3,753e-003;3,698e-003;1,888e-003;2,940e-026;1,782e-005;7,346e-005;3,176e-004;3,763e-003;3,754e-003;3,715e-003;1,198e-005;4,082e-005;1,598e-003;3,821e-003;3,789e-003;3,729e-003;4,905e-004;1,153e-002;2,940e-026;3,895e-005;3,769e-003;4,376e-003;5,307e-003;6,450e-003;6,012e-003;6,058e-003;6,359e-003;6,544e-003;8,729e-003;1,051e-002;1,197e-002;1,259e-002;1,297e-002;1,758e-003
608;1,200e-003;4,618e-003;4,613e-003;4,592e-003;2,345e-003;2,960e-026;2,510e-005;3,940e-005;1,236e-003;4,635e-003;4,624e-003;4,571e-003;2,332e-003;2,960e-026;6,597e-006;7,461e-005;3,706e-004;4,638e-003;4,649e-003;4,606e-003;8,094e-006;3,007e-005;1,948e-003;4,699e-003;4,698e-003;4,623e-003;6,359e-004;1,150e-002;2,960e-026;3,660e-005;4,684e-003;4,354e-003;5,341e-003;6,573e-003;6,031e-003;6,127e-003;6,491e-003;6,711e-003;8,699e-003;1,059e-002;1,212e-002;1,284e-002;1,333e-002;1,756e-003
610;1,495e-003;5,791e-003;5,803e-003;5,761e-003;2,976e-003;2,985e-026;2,867e-005;2,108e-005;1,544e-003;5,811e-003;5,809e-003;5,750e-003;2,962e-003;2,985e-026;6,546e-008;5,087e-005;4,394e-004;5,797e-003;5,854e-003;5,795e-003;4,069e-007;1,773e-005;2,449e-003;5,916e-003;5,914e-003;5,816e-003;8,154e-004;1,144e-002;2,985e-026;3,463e-005;5,918e-003;4,329e-003;5,393e-003;6,730e-003;6,019e-003;6,219e-003;6,661e-003;6,946e-003;8,643e-003;1,068e-002;1,231e-002;1,319e-002;1,379e-002;1,764e-003
612;1,837e-003;7,120e-003;7,145e-003;7,130e-003;3,695e-003;3,012e-026;1,617e-005;1,998e-005;1,897e-003;7,146e-003;7,164e-003;7,099e-003;3,686e-003;3,012e-026;1,901e-007;3,478e-005;5,264e-004;7,146e-003;7,216e-003;7,158e-003;1,182e-006;3,012e-026;3,019e-003;7,300e-003;7,299e-003;7,210e-003;1,023e-003;1,137e-002;3,012e-026;3,015e-005;7,333e-003;4,307e-003;5,448e-003;6,910e-003;6,019e-003;6,336e-003;6,844e-003;7,205e-003;8,595e-003;1,079e-002;1,252e-002;1,359e-002;1,433e-002;1,761e-003
614;2,264e-003;8,781e-003;8,824e-003;8,802e-003;4,571e-003;3,044e-026;1,487e-006;2,252e-005;2,332e-003;8,791e-003;8,843e-003;8,768e-003;4,574e-003;3,044e-026;3,044e-026;4,016e-005;6,291e-004;8,806e-003;8,909e-003;8,831e-003;3,044e-026;3,044e-026;3,726e-003;9,027e-003;9,032e-003;8,922e-003;1,280e-003;1,128e-002;3,044e-026;2,757e-005;9,083e-003;4,269e-003;5,515e-003;7,136e-003;6,011e-003;6,457e-003;7,084e-003;7,529e-003;8,527e-003;1,092e-002;1,278e-002;1,408e-002;1,500e-002;1,775e-003
616;2,803e-003;1,082e-002;1,089e-002;1,086e-002;5,673e-003;3,083e-026;3,171e-008;1,121e-005;2,890e-003;1,084e-002;1,090e-002;1,083e-002;5,651e-003;3,083e-026;3,083e-026;1,843e-005;7,517e-004;1,085e-002;1,098e-002;1,090e-002;3,083e-026;3,083e-026;4,598e-003;1,114e-002;1,118e-002;1,105e-002;1,596e-003;1,118e-002;3,083e-026;2,455e-005;1,123e-002;4,219e-003;5,604e-003;7,418e-003;6,008e-003;6,621e-003;7,379e-003;7,909e-003;8,435e-003;1,110e-002;1,310e-002;1,467e-002;1,581e-002;1,787e-003
618;3,471e-003;1,342e-002;1,351e-002;1,348e-002;7,067e-003;3,130e-026;9,379e-008;1,263e-005;3,597e-003;1,346e-002;1,353e-002;1,346e-002;7,065e-003;3,130e-026;3,130e-026;5,068e-006;9,120e-004;1,347e-002;1,361e-002;1,355e-002;3,130e-026;3,130e-026;5,711e-003;1,383e-002;1,389e-002;1,373e-002;2,011e-003;1,102e-002;3,130e-026;1,738e-005;1,397e-002;4,161e-003;5,710e-003;7,773e-003;6,002e-003;6,813e-003;7,747e-003;8,417e-003;8,312e-003;1,131e-002;1,353e-002;1,543e-002;1,684e-002;1,810e-003
