;M41;M40;M39;M38;M37;M36;M35;M34;M33;M32;M31;M30;M29;M28;M27;M26;M25;M24;M23;M22;M21;M20;M19;M18;M17;M16;M15;M14;M13;M12;M11;M10;M9;M8;M7;M6
700;8,350e-003;5,742e-003;1,057e-002;8,553e-003;8,281e-003;8,252e-003;8,310e-003;8,315e-003;8,410e-003;8,336e-003;8,145e-003;7,639e-004;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;7,409e-026;3,413e-003;7,409e-026;7,409e-026;7,409e-026;3,277e-003;7,927e-003;2,640e-003;4,888e-003;6,397e-003;5,949e-003;4,751e-003;5,370e-003;1,061e-002;1,437e-002;1,320e-002;1,065e-002
702;7,886e-003;5,413e-003;9,886e-003;7,994e-003;7,696e-003;7,699e-003;7,757e-003;7,763e-003;7,847e-003;7,779e-003;7,560e-003;6,545e-004;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;7,593e-026;3,213e-003;7,593e-026;7,593e-026;7,593e-026;3,081e-003;7,378e-003;2,416e-003;4,567e-003;6,009e-003;5,571e-003;4,427e-003;5,010e-003;9,949e-003;1,353e-002;1,239e-002;9,989e-003
704;7,427e-003;5,102e-003;9,362e-003;7,562e-003;7,248e-003;7,246e-003;7,286e-003;7,311e-003;7,369e-003;7,335e-003;7,046e-003;5,301e-004;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;7,759e-026;3,028e-003;7,759e-026;7,759e-026;7,759e-026;2,924e-003;6,967e-003;2,265e-003;4,294e-003;5,664e-003;5,280e-003;4,185e-003;4,695e-003;9,418e-003;1,279e-002;1,172e-002;9,426e-003
706;7,066e-003;4,827e-003;8,799e-003;7,141e-003;6,825e-003;6,847e-003;6,830e-003;6,889e-003;6,949e-003;6,858e-003;6,647e-003;4,293e-004;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;7,939e-026;2,886e-003;7,939e-026;7,939e-026;7,939e-026;2,774e-003;6,541e-003;2,085e-003;4,073e-003;5,375e-003;4,976e-003;3,922e-003;4,407e-003;8,908e-003;1,211e-002;1,107e-002;8,887e-003
708;6,646e-003;4,577e-003;8,294e-003;6,655e-003;6,376e-003;6,434e-003;6,424e-003;6,468e-003;6,539e-003;6,433e-003;6,178e-003;3,068e-004;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;2,761e-003;8,128e-026;8,128e-026;8,128e-026;2,617e-003;6,148e-003;1,977e-003;3,836e-003;5,063e-003;4,727e-003;3,699e-003;4,124e-003;8,393e-003;1,143e-002;1,045e-002;8,355e-003
710;6,253e-003;4,250e-003;7,722e-003;6,198e-003;5,924e-003;5,968e-003;5,962e-003;6,015e-003;6,106e-003;5,940e-003;5,696e-003;2,031e-004;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;2,560e-003;8,344e-026;8,344e-026;8,344e-026;2,428e-003;5,702e-003;1,782e-003;3,567e-003;4,744e-003;4,399e-003;3,434e-003;3,812e-003;7,852e-003;1,068e-002;9,777e-003;7,819e-003
712;5,858e-003;4,037e-003;7,263e-003;5,868e-003;5,569e-003;5,602e-003;5,625e-003;5,682e-003;5,690e-003;5,539e-003;5,264e-003;1,211e-004;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;2,428e-003;8,559e-026;8,559e-026;8,559e-026;2,302e-003;5,347e-003;1,684e-003;3,365e-003;4,500e-003;4,155e-003;3,249e-003;3,580e-003;7,412e-003;1,012e-002;9,226e-003;7,380e-003
714;5,555e-003;3,812e-003;6,793e-003;5,519e-003;5,279e-003;5,319e-003;5,275e-003;5,305e-003;5,341e-003;5,214e-003;4,901e-003;5,036e-005;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;2,280e-003;8,785e-026;8,785e-026;8,785e-026;2,188e-003;5,026e-003;1,570e-003;3,169e-003;4,230e-003;3,929e-003;3,045e-003;3,344e-003;6,973e-003;9,587e-003;8,703e-003;6,933e-003
716;5,238e-003;3,544e-003;6,435e-003;5,157e-003;4,963e-003;4,996e-003;4,938e-003;4,976e-003;5,048e-003;4,872e-003;4,557e-003;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;2,154e-003;9,016e-026;9,016e-026;9,016e-026;2,067e-003;4,726e-003;1,454e-003;2,959e-003;3,992e-003;3,694e-003;2,835e-003;3,098e-003;6,579e-003;9,025e-003;8,211e-003;6,529e-003
718;4,943e-003;3,396e-003;6,001e-003;4,850e-003;4,627e-003;4,670e-003;4,589e-003;4,629e-003;4,666e-003;4,530e-003;4,173e-003;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;2,023e-003;9,295e-026;9,295e-026;9,295e-026;1,946e-003;4,368e-003;1,294e-003;2,753e-003;3,695e-003;3,457e-003;2,630e-003;2,832e-003;6,139e-003;8,457e-003;7,668e-003;6,119e-003
720;4,617e-003;3,177e-003;5,604e-003;4,535e-003;4,320e-003;4,324e-003;4,302e-003;4,298e-003;4,320e-003;4,197e-003;3,855e-003;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;1,933e-003;9,557e-026;9,557e-026;9,557e-026;1,843e-003;4,074e-003;1,183e-003;2,562e-003;3,501e-003;3,243e-003;2,493e-003;2,609e-003;5,782e-003;7,989e-003;7,231e-003;5,719e-003
722;4,373e-003;3,009e-003;5,228e-003;4,281e-003;4,039e-003;4,064e-003;4,065e-003;4,053e-003;4,056e-003;3,877e-003;3,539e-003;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;1,828e-003;9,840e-026;9,840e-026;9,840e-026;1,734e-003;3,805e-003;1,094e-003;2,415e-003;3,301e-003;3,068e-003;2,336e-003;2,420e-003;5,450e-003;7,529e-003;6,820e-003;5,374e-003
724;4,047e-003;2,830e-003;5,009e-003;3,969e-003;3,777e-003;3,873e-003;3,768e-003;3,794e-003;3,779e-003;3,606e-003;3,276e-003;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,704e-003;1,013e-025;1,013e-025;1,013e-025;1,630e-003;3,568e-003;1,029e-003;2,274e-003;3,078e-003;2,880e-003;2,183e-003;2,190e-003;5,099e-003;7,119e-003;6,399e-003;5,090e-003
726;3,791e-003;2,669e-003;4,565e-003;3,631e-003;3,552e-003;3,581e-003;3,464e-003;3,497e-003;3,437e-003;3,314e-003;2,984e-003;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,563e-003;1,047e-025;1,047e-025;1,047e-025;1,562e-003;3,329e-003;8,909e-004;2,104e-003;2,852e-003;2,665e-003;2,060e-003;1,997e-003;4,794e-003;6,647e-003;5,971e-003;4,734e-003
728;3,546e-003;2,458e-003;4,282e-003;3,411e-003;3,327e-003;3,362e-003;3,266e-003;3,248e-003;3,160e-003;3,066e-003;2,701e-003;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,435e-003;1,080e-025;1,080e-025;1,080e-025;1,425e-003;3,061e-003;7,950e-004;1,961e-003;2,710e-003;2,538e-003;1,941e-003;1,781e-003;4,494e-003;6,232e-003;5,608e-003;4,392e-003
730;3,349e-003;2,313e-003;4,007e-003;3,139e-003;3,155e-003;3,073e-003;3,054e-003;3,056e-003;2,987e-003;2,810e-003;2,414e-003;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,363e-003;1,113e-025;1,113e-025;1,113e-025;1,326e-003;2,874e-003;7,297e-004;1,828e-003;2,538e-003;2,401e-003;1,800e-003;1,637e-003;4,228e-003;5,868e-003;5,285e-003;4,117e-003
732;3,067e-003;2,162e-003;3,762e-003;2,957e-003;2,948e-003;2,861e-003;2,829e-003;2,801e-003;2,755e-003;2,616e-003;2,162e-003;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,254e-003;1,147e-025;1,147e-025;1,147e-025;1,244e-003;2,653e-003;6,198e-004;1,721e-003;2,374e-003;2,187e-003;1,675e-003;1,515e-003;3,949e-003;5,513e-003;4,955e-003;3,898e-003
734;2,841e-003;2,043e-003;3,489e-003;2,681e-003;2,745e-003;2,702e-003;2,625e-003;2,597e-003;2,464e-003;2,320e-003;1,969e-003;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,151e-003;1,189e-025;1,189e-025;1,189e-025;1,153e-003;2,493e-003;5,815e-004;1,507e-003;2,155e-003;2,058e-003;1,570e-003;1,293e-003;3,635e-003;5,122e-003;4,636e-003;3,594e-003
736;2,646e-003;1,909e-003;3,248e-003;2,597e-003;2,522e-003;2,522e-003;2,490e-003;2,504e-003;2,262e-003;2,166e-003;1,743e-003;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,051e-003;1,228e-025;1,228e-025;1,228e-025;1,039e-003;2,283e-003;4,899e-004;1,392e-003;2,024e-003;1,924e-003;1,489e-003;1,101e-003;3,418e-003;4,794e-003;4,359e-003;3,323e-003
738;2,453e-003;1,791e-003;3,022e-003;2,392e-003;2,331e-003;2,302e-003;2,237e-003;2,334e-003;2,015e-003;1,976e-003;1,496e-003;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;9,790e-004;1,271e-025;1,271e-025;1,271e-025;9,865e-004;2,157e-003;3,815e-004;1,289e-003;1,895e-003;1,792e-003;1,404e-003;9,709e-004;3,189e-003;4,488e-003;4,114e-003;3,086e-003
740;2,265e-003;1,694e-003;2,851e-003;2,087e-003;2,240e-003;2,137e-003;2,120e-003;2,168e-003;1,922e-003;1,828e-003;1,273e-003;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;8,637e-004;1,315e-025;1,315e-025;1,315e-025;9,248e-004;1,990e-003;3,456e-004;1,230e-003;1,770e-003;1,674e-003;1,315e-003;8,106e-004;2,979e-003;4,243e-003;3,805e-003;2,915e-003
742;2,102e-003;1,616e-003;2,666e-003;1,967e-003;2,089e-003;1,959e-003;1,884e-003;2,011e-003;1,642e-003;1,521e-003;1,151e-003;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;7,270e-004;1,369e-025;1,369e-025;1,369e-025;8,531e-004;1,831e-003;2,647e-004;1,100e-003;1,608e-003;1,518e-003;1,174e-003;6,546e-004;2,678e-003;3,937e-003;3,556e-003;2,728e-003
744;2,030e-003;1,540e-003;2,440e-003;1,811e-003;1,890e-003;1,821e-003;1,788e-003;1,834e-003;1,533e-003;1,407e-003;8,953e-004;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;6,471e-004;1,420e-025;1,420e-025;1,420e-025;8,011e-004;1,697e-003;2,297e-004;9,487e-004;1,511e-003;1,444e-003;1,128e-003;5,064e-004;2,509e-003;3,668e-003;3,301e-003;2,561e-003
746;1,848e-003;1,349e-003;2,312e-003;1,689e-003;1,758e-003;1,708e-003;1,666e-003;1,722e-003;1,370e-003;1,222e-003;7,117e-004;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;5,906e-004;1,474e-025;1,474e-025;1,474e-025;7,704e-004;1,671e-003;2,221e-004;9,236e-004;1,394e-003;1,339e-003;1,046e-003;3,943e-004;2,339e-003;3,395e-003;3,106e-003;2,364e-003
748;1,657e-003;1,323e-003;2,119e-003;1,530e-003;1,653e-003;1,563e-003;1,626e-003;1,667e-003;1,291e-003;9,925e-004;6,047e-004;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;5,223e-004;1,531e-025;1,531e-025;1,531e-025;6,842e-004;1,483e-003;1,395e-004;7,715e-004;1,261e-003;1,231e-003;1,018e-003;2,252e-004;2,104e-003;3,201e-003;2,919e-003;2,179e-003
750;1,508e-003;1,158e-003;2,027e-003;1,435e-003;1,563e-003;1,437e-003;1,495e-003;1,444e-003;1,132e-003;9,741e-004;3,396e-004;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;3,963e-004;1,602e-025;1,602e-025;1,602e-025;6,062e-004;1,385e-003;3,317e-005;7,178e-004;1,160e-003;1,093e-003;9,410e-004;1,253e-004;1,982e-003;2,943e-003;2,743e-003;2,051e-003
752;1,350e-003;1,077e-003;1,858e-003;1,342e-003;1,407e-003;1,330e-003;1,423e-003;1,349e-003;9,970e-004;8,418e-004;1,831e-004;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;3,177e-004;1,672e-025;1,672e-025;1,672e-025;5,912e-004;1,249e-003;2,810e-005;6,746e-004;1,047e-003;9,972e-004;8,800e-004;5,295e-006;1,757e-003;2,758e-003;2,570e-003;1,903e-003
754;1,315e-003;9,458e-004;1,773e-003;1,106e-003;1,312e-003;1,242e-003;1,233e-003;1,250e-003;8,515e-004;7,319e-004;4,633e-005;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;2,474e-004;1,746e-025;1,746e-025;1,746e-025;5,012e-004;1,200e-003;1,746e-025;5,991e-004;9,788e-004;8,940e-004;7,934e-004;1,746e-025;1,583e-003;2,565e-003;2,443e-003;1,778e-003
756;1,156e-003;9,775e-004;1,748e-003;1,046e-003;1,154e-003;1,157e-003;1,146e-003;1,075e-003;7,377e-004;6,322e-004;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,560e-004;1,829e-025;1,829e-025;1,829e-025;4,608e-004;1,070e-003;1,829e-025;5,314e-004;9,134e-004;8,247e-004;7,462e-004;1,829e-025;1,507e-003;2,415e-003;2,229e-003;1,689e-003
758;1,136e-003;9,372e-004;1,525e-003;8,605e-004;1,173e-003;1,020e-003;1,134e-003;1,100e-003;7,131e-004;5,106e-004;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,224e-004;1,928e-025;1,928e-025;1,928e-025;4,956e-004;1,005e-003;1,928e-025;4,750e-004;8,789e-004;7,143e-004;6,268e-004;1,928e-025;1,324e-003;2,128e-003;2,013e-003;1,542e-003
760;9,536e-004;8,136e-004;1,412e-003;8,908e-004;1,065e-003;1,036e-003;9,711e-004;1,045e-003;6,275e-004;3,597e-004;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;6,161e-005;2,022e-025;2,022e-025;2,022e-025;4,351e-004;9,161e-004;2,022e-025;4,091e-004;7,903e-004;6,133e-004;6,348e-004;2,022e-025;1,219e-003;1,940e-003;1,897e-003;1,405e-003
762;9,125e-004;6,708e-004;1,290e-003;6,925e-004;9,818e-004;9,125e-004;7,987e-004;9,728e-004;4,987e-004;3,716e-004;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;1,715e-005;2,123e-025;2,123e-025;2,123e-025;3,718e-004;7,923e-004;2,123e-025;3,801e-004;7,039e-004;5,118e-004;5,677e-004;2,123e-025;1,055e-003;1,822e-003;1,777e-003;1,202e-003
764;8,325e-004;5,724e-004;1,237e-003;5,952e-004;8,831e-004;8,291e-004;8,354e-004;9,488e-004;3,627e-004;2,197e-004;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,539e-006;2,237e-025;2,237e-025;2,237e-025;3,086e-004;7,435e-004;2,237e-025;4,026e-004;5,526e-004;5,374e-004;5,523e-004;2,237e-025;8,594e-004;1,703e-003;1,625e-003;1,137e-003
766;7,517e-004;5,206e-004;1,190e-003;5,115e-004;7,247e-004;6,870e-004;7,577e-004;6,878e-004;3,009e-004;1,115e-004;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;3,018e-004;6,111e-004;2,366e-025;2,904e-004;5,840e-004;4,658e-004;4,201e-004;2,366e-025;7,498e-004;1,578e-003;1,508e-003;1,043e-003
768;7,234e-004;5,110e-004;9,473e-004;4,609e-004;7,035e-004;6,006e-004;5,401e-004;7,902e-004;2,738e-004;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,285e-004;5,243e-004;2,494e-025;2,391e-004;4,287e-004;3,532e-004;3,881e-004;2,494e-025;5,865e-004;1,369e-003;1,377e-003;9,368e-004
770;5,370e-004;4,219e-004;8,638e-004;4,039e-004;6,043e-004;5,285e-004;4,660e-004;6,587e-004;2,406e-004;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,411e-004;5,213e-004;2,631e-025;1,432e-004;4,226e-004;4,149e-004;3,138e-004;2,631e-025;5,550e-004;1,248e-003;1,282e-003;7,816e-004
772;4,921e-004;2,298e-004;7,054e-004;3,015e-004;6,032e-004;5,556e-004;2,401e-004;4,794e-004;6,243e-005;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;9,115e-005;3,549e-004;2,792e-025;8,876e-005;4,177e-004;2,934e-004;3,413e-004;2,792e-025;3,824e-004;1,080e-003;1,169e-003;7,041e-004
774;4,222e-004;3,773e-004;6,799e-004;2,898e-004;3,005e-004;2,918e-004;2,576e-004;4,636e-004;4,752e-005;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;1,217e-004;2,719e-004;2,963e-025;1,581e-005;3,267e-004;1,575e-004;2,179e-004;2,963e-025;2,706e-004;1,027e-003;1,010e-003;5,847e-004
776;3,534e-004;2,091e-004;6,327e-004;1,609e-004;1,944e-004;4,296e-004;4,906e-005;3,417e-004;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;7,504e-005;1,800e-004;3,138e-025;2,165e-005;3,411e-004;1,286e-004;1,896e-004;3,138e-025;1,342e-004;9,145e-004;8,939e-004;5,557e-004
778;4,843e-004;3,385e-005;6,226e-004;1,878e-005;2,318e-004;1,623e-004;8,856e-005;2,372e-004;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;1,385e-004;4,007e-005;3,326e-025;3,326e-025;3,135e-004;1,473e-004;1,240e-004;3,326e-025;1,907e-005;9,103e-004;7,750e-004;3,466e-004
780;1,606e-004;1,037e-005;3,239e-004;3,565e-025;9,444e-005;1,456e-004;1,571e-006;1,044e-004;1,231e-005;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,466e-005;2,609e-007;3,565e-025;4,353e-005;1,677e-004;1,165e-004;9,403e-005;3,565e-025;3,565e-025;7,145e-004;6,062e-004;1,604e-004
